NUMBERS;NAME;GROUP;DESCRIPTION;STATUS
E338;Orthophosphoric acid;acid;E338 is a natural acidifier, antioxidant and regulator of food acidity. Phosphoric acid is a mineral acid that is obtained by treating the calcium phosphate rock with sulfuric acid or a phosphorus combustion process. The latter is the raw material for the production of phosphates. Pure phosphoric acid is a corrosive substance, harmful by ingestion and by contact or even by inhalation. It is usually used to replace citric acid (E330) because it is cheaper and easier to produce in large quantities.;Halal
E339;Sodium phosphates (i) Monosodium phosphate (ii) Disodium phosphate (iii) Trisodium phosphate;antioxidant;E339 is a natural acidifier and regulator of food acidity. It is obtained by extraction of mineral rocks. Phosphates are the salts of phosphoric acid. The union of the latter with sodium allows to obtain sodium phosphate E339. Pure phosphoric acid is a corrosive substance, harmful by ingestion and by contact or even by inhalation. In large doses can cause hyperactivity and digestive problems. Sometimes it is believed that phosphate can come from animal bones (especially in Europe), in this case it is Haram. But sometimes it can come from a mineral form (especially in the United States), in this case it is Halal. For this reason it is Mushbooh.;Halal
E340(i), (ii), (iii);"Potassium phosphates (i)
Monopotassium phosphate (ii)
Dipotassium phosphate (iii)
Tripotassium phosphate";"acidity regulator,
emulsifier,
humectant,
sequestrant,
stabilizer,
thickener";E340 is a natural acidifier and regulator of food acidity. It is obtained by extraction of mineral rocks. Phosphates are the salts of phosphoric acid. The union of the latter with potassium allows to obtain potassium phosphates E340. Pure phosphoric acid is a corrosive substance, Harmful by ingestion and by contact or even by inhalation. In large doses can cause hyperactivity and digestive problems. Sometimes it is believed that phosphate can come from animal bones (especially in Europe) in this case is Haram. But sometimes it can come from a mineral (especially in the United States) in this case is Halal. For this reason it is Mushbooh.;Doubtful, should be certified
E341(i), (ii), (iii);Calcium phosphates (i) Monocalcium phosphate (ii) Dicalcium phosphate (iii) Tricalcium phosphate;"acidity regulator,
anticaking agent,
emulsifying salt,
firming agent,
flour treatment
agent,
humectant,
raising agent,
sequestrant,
stabilizer,
thickener";E341 is a natural acidifier and regulator of food acidity. It is obtained by extraction of mineral rocks. Phosphates are the salts of phosphoric acid. The union of the latter with calcium allows to obtain calcium phosphates E341. Pure phosphoric acid is a corrosive substance, Harmful by ingestion and by contact or even by inhalation. In large doses can cause hyperactivity and digestive problems. Sometimes it is believed that phosphate can come from animal bones (especially in Europe), in this case it is Haram. But sometimes it can come from a mineral form (especially in the United States), in this case it is Halal. For this reason it is Mushbooh.;Doubtful, should be certified
E342;Ammonium phosphates: (i) monoammonium phosphate (ii) diammonium phosphate;antioxidant, acidity regulator,;E342 is a natural acidifier and regulator of food acidity. It is obtained by extraction of mineral rocks. Phosphates are the salts of phosphoric acid, from which a bond with ammonium allows obtaining ammonium phosphates E342. Pure phosphoric acid is a corrosive substance, Harmful by ingestion and by contact or even by inhalation. In large doses can cause hyperactivity and digestive problems. They could promote the activity of known carcinogens. Sometimes it is believed that phosphate can come from animal bones (especially in Europe), in this case it is Haram. But sometimes it can come from a mineral form (especially in the United States), in this case it is Halal. For this reason it is Mushbooh.;Halal
E343(i), (ii), (iii);Magnesium phosphates (i) monomagnesium phosphate (ii) Dimagnesium phosphate;"acidity regulator,
anticaking agent,
emulsifying salt,
stabilizer,
thickener";E343 is a natural acidifier and regulator of food acidity. It is obtained by extraction of mineral rocks. Phosphates are the salts of phosphoric acid, from which a bond with magnesium makes it possible to obtain magnesium phosphates E343. Pure phosphoric acid is a corrosive substance, Harmful by ingestion and by contact or even by inhalation. In large doses can cause hyperactivity and digestive problems. They could promote the activity of known carcinogens. For this reason it is Mushbooh.;Doubtful, should be certified
E350(i), (ii);Sodium malates (i) Sodium malate (ii) Sodium hydrogen malate;acidity regulator. Humectant;E350 is a synthetic acidifier and regulator of food acidity. It obtains derivative of the malic acid salt (E296). No side effects have been found.;Doubtful, should be certified
E351;Potassium malate;acidity regulator;E351 is a synthetic acidifier and regulator of food acidity. It obtains derivative of the malic acid salt (E296). Malate are the salts of malic acid. A chemical bond with potassium makes it possible to manufacture potassium maleate E351. No side effects have been found.;Doubtful, should be certified
E352(ii);Calcium malates (i) Calcium malate (ii) Calcium hydrogen malate;acidity regulator;E352 is a synthetic acidifier and regulator of food acidity. It obtains derivative of the malic acid salt (E296). Malate is the salts of malic acid. A chemical bond with calcium makes it possible to manufacture calcium maleate E352. No side effects have been found.;Doubtful, should be certified
E353;Metatartaric acid;"Acidity regulator,
emulsifier";E353 is a natural acidifier, antioxidant and regulator of acidity. Metatartaric acid is obtained by dehydration of tartaric acid (E334) at 150 ° C 170 ° C under atmospheric or reduced pressure. No side effects have been found.;Doubtful, should be certified
E354;Calcium tartrate;"Acidity regulator,
emulsifier";The E354 is a synthetic acidifier, antioxidant and regulator of food acidity. Tartrates are salts of tartaric acid, a link with calcium allows to obtain calcium tartrates E354. No side effects have been found. Sometimes The E354 can come from fruits like grapes, in this case it is Halal. But sometimes in some countries it is made from the deposit in the wooden barrel of the wine, in this case it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
E355;Adipic acid;acidity regulator;E355 is a synthetic acidulant. Adipic acid exists naturally and can be found in small amounts, especially in beets. It is manufactured by chemical synthesis from nitric acid and cyclohexanol or cyclohexanone. Apart from the processed diet, it is known and widely used in the nylon industry. No side effects have been found.;Doubtful, should be certified
E356;Sodium adipate;acidity regulator;E356 is a synthetic acidulant. The adipic acid is chemically bound with mineral salts to form the sodium adipates E356 and potassium E357, or with ammonium, an ammonia derivative, to form the ammonium adipate E359. No side effects have been found. Sodium adipate is the sodium salt of adipic acid that is obtained by oxidation of fat. If it is obtained from soybean fat, then it is Halal. If it is obtained from pork, it is Haram. For this reason it is Mushbooh.;Doubtful, should be certified
